"","mp.description","MGI.ID","MP.ID","MP.Term","TS28.mutant.expression.detected","mp.top.term.x","hp.top.term","HPO.superclass.description","mp.top.term.y"
"463","growth/size/body region phenotype","MGI:1347464","MP:0008789","abnormal olfactory epithelium morphology","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"464","growth/size/body region phenotype","MGI:109172","MP:0030543","abnormal predentin morphology","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"465","growth/size/body region phenotype","MGI:109172","MP:0030543","abnormal predentin morphology","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"466","growth/size/body region phenotype","MGI:109172","MP:0030543","abnormal predentin morphology","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"467","growth/size/body region phenotype","MGI:88005","MP:0030090","short upper incisors","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"468","growth/size/body region phenotype","MGI:88005","MP:0030090","short upper incisors","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"469","growth/size/body region phenotype","MGI:88005","MP:0030090","short upper incisors","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"470","growth/size/body region phenotype","MGI:1096376","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"471","growth/size/body region phenotype","MGI:1096376","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"472","growth/size/body region phenotype","MGI:1096376","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"473","growth/size/body region phenotype","MGI:104853","MP:0000433","microcephaly","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"474","growth/size/body region phenotype","MGI:104853","MP:0000433","microcephaly","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"475","growth/size/body region phenotype","MGI:104853","MP:0000433","microcephaly","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"476","growth/size/body region phenotype","MGI:95526","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"477","growth/size/body region phenotype","MGI:95526","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"478","growth/size/body region phenotype","MGI:95526","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"479","growth/size/body region phenotype","MGI:2177178","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"480","growth/size/body region phenotype","MGI:2177178","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"481","growth/size/body region phenotype","MGI:2177178","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"482","growth/size/body region phenotype","MGI:1276116","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"483","growth/size/body region phenotype","MGI:1276116","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"484","growth/size/body region phenotype","MGI:1276116","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"485","growth/size/body region phenotype","MGI:95522","MP:0011260","abnormal head mesenchyme morphology","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"486","growth/size/body region phenotype","MGI:95522","MP:0011260","abnormal head mesenchyme morphology","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"487","growth/size/body region phenotype","MGI:95522","MP:0011260","abnormal head mesenchyme morphology","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"488","growth/size/body region phenotype","MGI:1270862","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"489","growth/size/body region phenotype","MGI:1270862","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"490","growth/size/body region phenotype","MGI:1270862","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"491","growth/size/body region phenotype","MGI:87871","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"492","growth/size/body region phenotype","MGI:87871","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"493","growth/size/body region phenotype","MGI:87871","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"494","growth/size/body region phenotype","MGI:2679260","MP:0001699","increased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"495","growth/size/body region phenotype","MGI:2679260","MP:0001699","increased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"496","growth/size/body region phenotype","MGI:2679260","MP:0001699","increased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"497","growth/size/body region phenotype","MGI:99433","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"498","growth/size/body region phenotype","MGI:99433","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"499","growth/size/body region phenotype","MGI:99433","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"500","growth/size/body region phenotype","MGI:96067","MP:0001698","decreased embryo size","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"501","growth/size/body region phenotype","MGI:96067","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"502","growth/size/body region phenotype","MGI:96067","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"503","growth/size/body region phenotype","MGI:88381","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"504","growth/size/body region phenotype","MGI:88381","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"505","growth/size/body region phenotype","MGI:88381","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"506","growth/size/body region phenotype","MGI:88276","MP:0000346","broad head","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"507","growth/size/body region phenotype","MGI:88276","MP:0000346","broad head","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"508","growth/size/body region phenotype","MGI:88276","MP:0000346","broad head","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"509","growth/size/body region phenotype","MGI:88177","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"510","growth/size/body region phenotype","MGI:88177","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"511","growth/size/body region phenotype","MGI:88177","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"512","growth/size/body region phenotype","MGI:2148922","MP:0001698","decreased embryo size","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"513","growth/size/body region phenotype","MGI:2148922","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"514","growth/size/body region phenotype","MGI:2148922","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"515","growth/size/body region phenotype","MGI:1099809","MP:0013264","tongue ankylosis","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"516","growth/size/body region phenotype","MGI:1099809","MP:0013264","tongue ankylosis","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"517","growth/size/body region phenotype","MGI:1099809","MP:0013264","tongue ankylosis","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"518","growth/size/body region phenotype","MGI:96242","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"519","growth/size/body region phenotype","MGI:96242","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"520","growth/size/body region phenotype","MGI:96242","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"521","growth/size/body region phenotype","MGI:95522","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"522","growth/size/body region phenotype","MGI:95522","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"523","growth/size/body region phenotype","MGI:95522","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"524","growth/size/body region phenotype","MGI:99560","MP:0000763","abnormal filiform papillae morphology","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"525","growth/size/body region phenotype","MGI:99560","MP:0000763","abnormal filiform papillae morphology","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"526","growth/size/body region phenotype","MGI:99560","MP:0000763","abnormal filiform papillae morphology","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"527","growth/size/body region phenotype","MGI:1859866","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"528","growth/size/body region phenotype","MGI:1859866","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"529","growth/size/body region phenotype","MGI:1859866","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"530","growth/size/body region phenotype","MGI:102551","MP:0001698","decreased embryo size","No","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"531","growth/size/body region phenotype","MGI:102551","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"532","growth/size/body region phenotype","MGI:102551","MP:0001698","decreased embryo size","No","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"533","growth/size/body region phenotype","MGI:1334448","MP:0000433","microcephaly","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"534","growth/size/body region phenotype","MGI:1334448","MP:0000433","microcephaly","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"535","growth/size/body region phenotype","MGI:1334448","MP:0000433","microcephaly","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"536","growth/size/body region phenotype","MGI:97513","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"537","growth/size/body region phenotype","MGI:97513","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"538","growth/size/body region phenotype","MGI:97513","MP:0001698","decreased embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"539","growth/size/body region phenotype","MGI:1927237","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0000924","Abnormality of the skeletal system","MP:0005378"
"540","growth/size/body region phenotype","MGI:1927237","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001197","Abnormality of prenatal development or birth","MP:0005378"
"541","growth/size/body region phenotype","MGI:1927237","MP:0001697","abnormal embryo size","Yes","MP:0005378","HP:0001507","Growth abnormality","MP:0005378"
"542","hearing/vestibular/ear phenotype","MGI:109344","MP:0006285","absent inner ear","Yes","MP:0005377","HP:0000598","Abnormality of the ear","MP:0005377"
"543","hearing/vestibular/ear phenotype","MGI:95663","MP:0004369","absent utricle","Yes","MP:0005377","HP:0000598","Abnormality of the ear","MP:0005377"
"544","hearing/vestibular/ear phenotype","MGI:101926","MP:0000041","absent endolymphatic duct","Yes","MP:0005377","HP:0000598","Abnormality of the ear","MP:0005377"
